time,total_nodes,cloud_nodes,proxy_nodes,fog_nodes,end_nodes,other_nodes
71850,72,1,1,10,0,60
71900,70,1,1,8,0,60
71950,70,1,1,8,0,60
72000,70,1,1,8,0,60
72050,70,1,1,8,0,60
72100,72,1,1,10,0,60
72150,72,1,1,10,0,60
72200,70,1,1,8,0,60
72250,70,1,1,8,0,60
72300,70,1,1,8,0,60
72350,70,1,1,8,0,60
72400,72,1,1,10,0,60
72450,72,1,1,10,0,60
72500,70,1,1,8,0,60
72550,70,1,1,8,0,60
72600,70,1,1,8,0,60
72650,70,1,1,8,0,60
72700,72,1,1,10,0,60
72750,72,1,1,10,0,60
72800,70,1,1,8,0,60
72850,70,1,1,8,0,60
72900,70,1,1,8,0,60
72950,70,1,1,8,0,60
73000,72,1,1,10,0,60
73050,72,1,1,10,0,60
73100,70,1,1,8,0,60
73150,70,1,1,8,0,60
73200,70,1,1,8,0,60
73250,70,1,1,8,0,60
73300,72,1,1,10,0,60
73350,72,1,1,10,0,60
73400,70,1,1,8,0,60
73450,70,1,1,8,0,60
73500,70,1,1,8,0,60
73550,70,1,1,8,0,60
73600,72,1,1,10,0,60
73650,72,1,1,10,0,60
73700,70,1,1,8,0,60
73750,70,1,1,8,0,60
73800,70,1,1,8,0,60
73850,70,1,1,8,0,60
73900,72,1,1,10,0,60
73950,72,1,1,10,0,60
74000,70,1,1,8,0,60
74050,70,1,1,8,0,60
74100,70,1,1,8,0,60
74150,70,1,1,8,0,60
74200,72,1,1,10,0,60
74250,72,1,1,10,0,60
74300,70,1,1,8,0,60
74350,70,1,1,8,0,60
74400,70,1,1,8,0,60
74450,70,1,1,8,0,60
74500,72,1,1,10,0,60
74550,72,1,1,10,0,60
74600,70,1,1,8,0,60
74650,70,1,1,8,0,60
74700,70,1,1,8,0,60
74750,70,1,1,8,0,60
74800,72,1,1,10,0,60
74850,72,1,1,10,0,60
74900,70,1,1,8,0,60
74950,70,1,1,8,0,60
75000,70,1,1,8,0,60
75050,70,1,1,8,0,60
75100,72,1,1,10,0,60
75150,72,1,1,10,0,60
75200,70,1,1,8,0,60
75250,70,1,1,8,0,60
75300,70,1,1,8,0,60
